Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
801,Nectarios Triantis,au AUS,"MF,DF",Minnesota Utd,22-174,2003,3.9,8,2.05,7,0,0,0,0,1,1,0.26,1,0,0,0,0,0,Matches
802,Niko Tsakiris,us USA,MF,SJ Earthquakes,20-135,2005,4.1,19,4.68,14,2,1,1,0,1,4,0.99,4,0,0,0,0,0,Matches
803,Garrison Tubbs,us USA,DF,D.C. United,23-257,2002,6.3,1,0.16,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
804,Bill Tuiloma,nz NZL,DF,Charlotte,30-219,1995,4.7,2,0.42,2,0,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches
805,Dor Turgeman,il ISR,"FW,MF",NE Revolution,22-008,2003,2.4,7,2.96,5,0,2,0,0,0,3,1.27,1,0,2,0,0,0,Matches
806,Gavin Turner,us USA,"FW,MF",D.C. United,18-300,2007,0.3,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
807,Matt Turner,us USA,GK,NE Revolution,31-130,1994,10.0,3,0.30,2,1,0,0,0,0,2,0.20,2,0,0,0,0,0,Matches
808,Jeppe Tverskov,dk DEN,MF,San Diego FC,32-234,1993,32.5,89,2.74,81,1,1,2,2,2,14,0.43,13,0,0,0,0,1,Matches
809,Mikael Uhre,dk DEN,FW,Philadelphia Union,31-032,1994,14.7,44,2.99,30,0,2,8,4,0,8,0.54,6,0,1,1,0,0,Matches
810,Cengiz Ünder,tr TUR,FW,LAFC,28-110,1997,5.0,17,3.43,7,6,3,0,1,0,2,0.40,2,0,0,0,0,0,Matches
811,Osaze Urhoghide,nl NED,DF,FC Dallas,25-120,2000,24.5,10,0.41,7,0,0,2,0,1,3,0.12,2,0,0,1,0,0,Matches
812,Maximiliano Urruti,ar ARG,FW,NE Revolution,34-252,1991,6.6,13,1.98,8,0,3,1,0,1,1,0.15,1,0,0,0,0,0,Matches
813,Júnior Urso,br BRA,MF,Houston Dynamo,36-236,1989,10.8,16,1.48,14,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
814,Óscar Ustari,ar ARG,GK,Inter Miami,39-121,1986,23.1,6,0.26,4,2,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
815,Myrto Uzuni,al ALB,FW,Austin,30-154,1995,22.9,51,2.22,35,1,4,4,6,1,3,0.13,3,0,0,0,0,0,Matches
816,Onni Valakari,fi FIN,"MF,FW",San Diego FC,26-075,1999,27.2,66,2.43,52,2,0,4,7,1,14,0.52,11,0,0,1,2,0,Matches
817,Omar Valencia,pa PAN,DF,NY Red Bulls,21-146,2004,15.5,32,2.06,19,9,1,0,3,0,5,0.32,3,2,0,0,0,0,Matches
818,Gerardo Valenzuela,us USA,"MF,FW",FC Cincinnati,21-034,2004,9.3,43,4.63,29,1,3,4,6,0,3,0.32,1,0,1,0,1,0,Matches
819,Kerwin Vargas,co COL,"FW,MF",Charlotte,23-303,2002,19.0,59,3.10,39,3,8,5,4,0,6,0.31,4,0,0,2,0,0,Matches
820,Obed Vargas,mx MEX,MF,Seattle Sounders,20-088,2005,25.2,83,3.29,66,0,4,8,2,3,9,0.36,7,0,1,1,0,0,Matches
821,Indiana Vassilev,us USA,MF,Philadelphia Union,24-258,2001,21.8,69,3.16,55,1,2,4,6,1,6,0.27,6,0,0,0,0,0,Matches
822,Brandon Vazquez,us USA,FW,Austin,27-018,1998,17.8,33,1.86,20,0,3,5,4,1,4,0.23,1,0,1,0,2,0,Matches
823,David Vazquez,us USA,MF,Philadelphia Union,19-252,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
824,David Vazquez,us USA,"FW,MF",San Diego FC,19-252,2006,2.0,4,2.03,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
825,Kristoffer Velde,no NOR,"FW,MF",Portland Timbers,26-053,1999,7.2,37,5.12,15,6,5,5,5,1,3,0.41,2,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
826,Brayan Vera,co COL,DF,Real Salt Lake,26-290,1999,22.0,25,1.13,21,3,0,1,0,0,2,0.09,2,0,0,0,0,0,Matches
827,Oscar Verhoeven,us USA,DF,San Diego FC,19-154,2006,11.1,14,1.26,13,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
828,Oscar Verhoeven,us USA,MF,SJ Earthquakes,19-154,2006,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
829,Ranko Veselinović,rs SRB,DF,Vancouver W'caps,26-222,1999,19.5,18,0.92,14,0,0,3,1,0,1,0.05,0,0,0,1,0,0,Matches
830,Felipe Vieira,br BRA,DF,Houston Dynamo,20-265,2005,19.2,34,1.77,26,2,0,3,2,1,4,0.21,3,0,0,1,0,0,Matches
831,Ronaldo Vieira,gw GNB,MF,SJ Earthquakes,27-105,1998,6.0,14,2.33,12,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
832,Jules-Anthony Vilsaint,ca CAN,FW,Toronto FC,22-299,2003,2.0,5,2.51,3,0,1,1,0,0,2,1.01,1,0,0,1,0,0,Matches
833,Jules-Anthony Vilsaint,ca CAN,"FW,MF",CF Montréal,22-299,2003,2.5,6,2.40,6,0,0,0,0,0,1,0.40,1,0,0,0,0,0,Matches
834,Sam Vines,us USA,DF,Colorado Rapids,26-154,1999,14.1,20,1.42,20,0,0,0,0,0,2,0.14,2,0,0,0,0,0,Matches
835,Pedro Vite,ec ECU,"MF,FW",Vancouver W'caps,23-237,2002,15.5,75,4.85,63,8,0,3,1,0,11,0.71,10,1,0,0,0,0,Matches
836,Robert Voloder,ba BIH,DF,Sporting KC,24-176,2001,16.6,5,0.30,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
837,Giacomo Vrioni,al ALB,"FW,MF",CF Montréal,27-017,1998,4.6,6,1.32,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
838,Kai Wagner,de GER,DF,Philadelphia Union,28-259,1997,30.8,153,4.97,74,67,2,2,7,1,15,0.49,9,5,1,0,0,0,Matches
839,Conrad Wallem,no NOR,"DF,MF",St. Louis,25-145,2000,26.9,81,3.01,68,2,2,6,3,0,8,0.30,7,0,0,1,0,0,Matches
840,Joel Waterman,ca CAN,DF,Chicago Fire,29-281,1996,5.9,3,0.51,2,1,0,0,0,0,1,0.17,0,1,0,0,0,0,Matches
841,Joel Waterman,ca CAN,DF,CF Montréal,29-281,1996,16.0,16,1.00,15,0,0,0,1,0,1,0.06,1,0,0,0,0,0,Matches
842,Sydney Wathuta,ca CAN,MF,Colorado Rapids,21-143,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
843,Akil Watts,us USA,"MF,DF",St. Louis,25-270,2000,15.8,25,1.59,21,0,0,3,0,1,0,0.00,0,0,0,0,0,0,Matches
844,Patrick Weah,lr LBR,MF,Atlanta Utd,21-331,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
845,Marcelo Weigandt,ar ARG,DF,Inter Miami,25-294,2000,17.1,26,1.52,21,0,1,2,1,1,5,0.29,3,0,0,1,0,1,Matches
846,Michael Wentzel,de GER,DF,St. Louis,23-205,2002,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
847,Francis Westfield,us USA,DF,Philadelphia Union,19-327,2005,19.2,48,2.50,39,4,1,1,2,1,6,0.31,6,0,0,0,0,0,Matches
848,Ashley Westwood,eng ENG,MF,Charlotte,35-214,1990,32.0,74,2.31,55,16,0,2,1,0,8,0.25,5,3,0,0,0,0,Matches
849,Brian White,us USA,FW,Vancouver W'caps,29-271,1996,18.6,32,1.72,21,0,2,6,3,0,2,0.11,1,0,0,1,0,0,Matches
850,Adrian Wibowo,id IDN,FW,LAFC,19-288,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
851,Derrick Williams,ie IRL,DF,Atlanta Utd,32-288,1993,14.7,12,0.82,11,1,0,0,0,0,3,0.20,2,1,0,0,0,0,Matches
852,Samuel Williams,us USA,MF,Chicago Fire,20-228,2005,3.5,1,0.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
853,Thomas Williams,us USA,DF,Orlando City,21-078,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
854,Eryk Williamson,us USA,"MF,FW",Charlotte,28-143,1997,7.6,17,2.26,14,2,0,0,1,0,1,0.13,1,0,0,0,0,0,Matches
855,Joe Willis,us USA,GK,Nashville SC,37-083,1988,34.0,6,0.18,5,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
856,Bruno Wilson,pt POR,DF,SJ Earthquakes,28-309,1996,13.6,11,0.81,8,1,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
857,Henry Wingo,us USA,DF,Toronto FC,30-028,1995,3.1,4,1.29,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
858,Hannes Wolf,at AUT,"FW,MF",NYCFC,26-199,1999,29.2,77,2.64,58,3,3,10,2,1,11,0.38,11,0,0,0,0,0,Matches
859,Owen Wolff,us USA,"MF,FW",Austin,20-306,2004,28.7,108,3.76,61,33,3,3,6,2,14,0.49,8,5,0,1,0,0,Matches
860,Tyler Wolff,us USA,"FW,MF",Real Salt Lake,22-261,2003,4.0,11,2.73,6,1,1,0,3,0,0,0.00,0,0,0,0,0,0,Matches
861,Elijah Wynder,us USA,MF,LA Galaxy,22-236,2003,10.6,20,1.88,19,0,0,0,0,1,3,0.28,3,0,0,0,0,0,Matches
862,Miki Yamane,jp JPN,DF,LA Galaxy,31-314,1993,24.6,53,2.15,46,3,0,2,1,1,6,0.24,5,0,0,1,0,0,Matches
863,Dominik Yankov,bg BUL,MF,CF Montréal,25-096,2000,0.3,2,5.81,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
864,Darren Yapi,us USA,"FW,MF",Colorado Rapids,20-347,2004,15.9,35,2.20,29,0,1,0,4,1,5,0.31,3,0,0,0,2,0,Matches
865,Joshua Yaro,gh GHA,DF,St. Louis,30-348,1994,14.1,11,0.78,9,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
866,Patrick Yazbek,au AUS,MF,Nashville SC,23-210,2002,23.4,37,1.58,34,1,1,0,0,1,6,0.26,5,1,0,0,0,0,Matches
867,Kelvin Yeboah,it ITA,FW,Minnesota Utd,25-179,2000,22.7,41,1.81,30,0,5,3,3,0,5,0.22,3,0,0,0,2,0,Matches
868,Yaw Yeboah,gh GHA,"MF,FW",LAFC,28-218,1997,5.1,10,1.95,9,0,1,0,0,0,1,0.19,1,0,0,0,0,0,Matches
869,DeAndre Yedlin,us USA,DF,FC Cincinnati,32-115,1993,21.9,47,2.15,42,1,1,0,2,1,4,0.18,4,0,0,0,0,0,Matches
870,DeAndre Yedlin,us USA,DF,Real Salt Lake,32-115,1993,7.0,22,3.14,19,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
871,Maya Yoshida,jp JPN,DF,LA Galaxy,37-069,1988,26.1,30,1.15,26,0,0,2,1,1,4,0.15,3,0,0,0,1,0,Matches
872,Jackson Yueill,us USA,MF,NE Revolution,28-227,1997,8.1,14,1.74,12,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
873,Alhassan Yusuf,ng NGA,MF,NE Revolution,25-106,2000,32.6,80,2.45,71,3,1,3,2,0,5,0.15,5,0,0,0,0,0,Matches
874,Wilfried Zaha,ci CIV,"FW,MF",Charlotte,32-356,1992,30.4,101,3.32,78,0,10,5,8,0,18,0.59,15,0,1,0,2,0,Matches
875,Joseph Zalinsky,us USA,DF,St. Louis,22-302,2003,2.5,6,2.44,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
876,Eriq Zavaleta,sv SLV,DF,LA Galaxy,33-091,1992,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
877,Sean Zawadzki,us USA,"DF,MF",Columbus Crew,25-194,2000,27.0,29,1.07,26,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches
878,Walker Zimmerman,us USA,DF,Nashville SC,32-166,1993,17.0,24,1.41,17,0,0,6,1,0,2,0.12,1,0,0,1,0,0,Matches
879,Philip Zinckernagel,dk DEN,"FW,MF",Chicago Fire,30-320,1994,28.0,143,5.12,69,35,21,9,6,3,21,0.75,8,6,3,2,0,2,Matches
880,Rida Zouhir,ca CAN,"MF,FW",D.C. United,21-343,2003,3.7,8,2.15,5,3,0,0,0,0,2,0.54,2,0,0,0,0,0,Matches
881,Dario Župarić,ba BIH,DF,Portland Timbers,33-182,1992,17.4,13,0.75,10,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
882,Mateja Đorđević,rs SRB,DF,Austin,22-288,2003,3.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
