Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 20_level_0_Int,Unnamed: 21_level_0_Tkl+Int,Unnamed: 22_level_0_Clr,Unnamed: 23_level_0_Err,Unnamed: 24_level_0_Matches
656,Justin Reynolds,us USA,"DF,MF",Chicago Fire,21-089,2004,1.6,1,1,1,0,0,1,2,50.0,1,4,1,3,1,2,5,1,Matches
657,Alvaro Ribeiro,pt POR,DF,FC Dallas,20-198,2005,4.1,8,6,5,3,0,4,4,100.0,0,9,6,3,7,15,24,1,Matches
658,Andrew Rick,us USA,GK,Philadelphia Union,19-275,2006,13.7,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,4,1,Matches
659,Jamar Ricketts,us USA,"DF,MF",SJ Earthquakes,24-008,2001,10.2,19,11,8,10,1,8,17,47.1,9,13,3,10,15,34,26,0,Matches
660,Kalani Rienzi,us USA,"DF,MF",Seattle Sounders,23-127,2002,15.7,43,29,23,13,7,28,51,54.9,23,11,4,7,21,64,46,1,Matches
661,Chris Rindov,us USA,DF,LA Galaxy,24-024,2001,5.7,16,6,10,6,0,7,7,100.0,0,9,4,5,3,19,30,0,Matches
662,Rocco Ríos Novo,ar ARG,GK,Inter Miami,23-150,2002,8.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
663,Birk Risa,no NOR,DF,NYCFC,27-261,1998,11.7,16,8,7,8,1,10,16,62.5,6,21,14,7,12,28,65,0,Matches
664,Reid Roberts,us USA,DF,SJ Earthquakes,21-327,2003,9.9,21,15,12,8,1,13,18,72.2,5,9,2,7,18,39,47,1,Matches
665,Miles Robinson,us USA,DF,FC Cincinnati,28-232,1997,25.1,35,19,18,16,1,19,26,73.1,7,34,22,12,36,71,136,1,Matches
666,Stian Rode Gregersen,no NOR,DF,Atlanta Utd,30-168,1995,15.2,26,19,15,11,0,13,21,61.9,8,12,7,5,24,50,74,0,Matches
667,Rodrigues,br BRA,DF,SJ Earthquakes,28-022,1997,16.5,48,26,29,14,5,31,56,55.4,25,28,13,15,37,85,72,0,Matches
668,Baltasar Rodríguez,ar ARG,"MF,FW",Inter Miami,22-115,2003,6.8,15,11,8,4,3,5,25,20.0,20,6,0,6,6,21,7,0,Matches
669,Jonathan Rodríguez,uy URU,FW,Portland Timbers,32-118,1993,1.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,2,0,Matches
670,Memo Rodriguez,us USA,MF,Sporting KC,29-309,1995,7.3,19,13,8,9,2,10,20,50.0,10,5,0,5,3,22,5,0,Matches
671,Nicolás Rodríguez,co COL,"MF,FW",Orlando City,21-190,2004,2.4,2,1,0,1,1,0,2,0.0,2,6,0,6,1,3,5,0,Matches
672,Sam Rogers,us USA,DF,Chicago Fire,26-168,1999,18.9,26,16,20,5,1,10,21,47.6,11,22,12,10,24,50,88,2,Matches
673,Matías Rojas,py PAR,"MF,FW",Portland Timbers,29-363,1995,3.9,2,2,1,0,1,1,4,25.0,3,2,0,2,1,3,0,1,Matches
674,Alex Roldan,sv SLV,"DF,MF",Seattle Sounders,29-096,1996,23.5,43,35,20,16,7,18,38,47.4,20,27,5,22,27,70,91,4,Matches
675,Cristian Roldan,us USA,MF,Seattle Sounders,30-151,1995,29.2,80,46,27,45,8,49,87,56.3,38,47,9,38,39,119,42,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
676,Nicolás Romero,ar ARG,DF,Minnesota Utd,21-338,2003,23.6,31,17,25,5,1,23,40,57.5,17,24,14,10,29,60,123,1,Matches
677,Tomas Romero,sv SLV,GK,NYCFC,24-317,2000,3.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
678,David Romney,us USA,DF,SJ Earthquakes,32-142,1993,29.7,29,15,16,11,2,21,29,72.4,8,35,20,15,18,47,175,1,Matches
679,Connor Ronan,ie IRL,MF,Colorado Rapids,27-240,1998,11.3,14,8,5,8,1,8,17,47.1,9,20,9,11,9,23,27,1,Matches
680,Anderson Rosa,br BRA,DF,Colorado Rapids,23-353,2001,0.3,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
681,Joseph Rosales,hn HON,"DF,MF",Minnesota Utd,24-360,2000,16.1,41,23,28,11,2,24,42,57.1,18,15,0,15,12,53,32,1,Matches
682,Keegan Rosenberry,us USA,DF,Colorado Rapids,31-325,1993,11.7,11,7,6,3,2,6,12,50.0,6,26,15,11,20,31,52,1,Matches
683,Daniel Rosero,co COL,DF,Sporting KC,32-026,1993,2.0,5,2,4,1,0,3,4,75.0,1,1,1,0,6,11,9,0,Matches
684,Diego Rossi,uy URU,"MF,FW",Columbus Crew,27-241,1998,27.7,6,3,0,3,3,3,10,30.0,7,24,0,24,9,15,11,0,Matches
685,Sigurd Rosted,no NOR,DF,Toronto FC,31-102,1994,28.1,33,16,20,11,2,19,30,63.3,11,39,32,7,34,67,160,1,Matches
686,Paul Rothrock,us USA,"FW,MF",Seattle Sounders,26-296,1999,24.0,23,12,11,10,2,8,31,25.8,23,24,2,22,11,34,17,1,Matches
687,Kye Rowles,au AUS,DF,D.C. United,27-130,1998,29.8,46,28,29,15,2,33,50,66.0,17,40,24,16,58,104,181,1,Matches
688,Diego Rubio,cl CHI,"FW,MF",Austin,32-170,1993,10.4,21,13,12,5,4,6,20,30.0,14,14,1,13,7,28,10,0,Matches
689,David Ruíz,hn HON,"MF,FW",Inter Miami,21-266,2004,1.4,7,3,4,1,2,3,4,75.0,1,0,0,0,1,8,1,0,Matches
690,Pablo Ruíz,ar ARG,MF,Real Salt Lake,26-316,1998,13.4,31,19,12,14,5,12,47,25.5,35,14,2,12,6,37,12,2,Matches
691,Albert Rusnák,sk SVK,"MF,FW",Seattle Sounders,31-117,1994,23.9,13,6,6,3,4,7,15,46.7,8,6,0,6,4,17,7,1,Matches
692,Johnny Russell,sct SCO,"FW,MF",Real Salt Lake,35-207,1990,3.9,5,3,2,2,1,2,8,25.0,6,5,2,3,2,7,3,0,Matches
693,Jacen Russell-Rowe,ca CAN,"FW,MF",Columbus Crew,23-049,2002,19.2,12,5,1,8,3,4,13,30.8,9,11,1,10,5,17,7,0,Matches
694,Cesar Ruvalcaba,us USA,DF,Columbus Crew,24-111,2001,3.4,4,3,4,0,0,1,3,33.3,2,12,3,9,5,9,16,0,Matches
695,Rwan,br BRA,"FW,MF",Real Salt Lake,24-165,2001,6.8,7,3,2,3,2,2,7,28.6,5,7,2,5,3,10,1,0,Matches
696,Emmanuel Sabbi,us USA,FW,Vancouver W'caps,27-312,1997,19.9,25,15,5,12,8,8,23,34.8,15,8,1,7,7,32,15,0,Matches
697,Besard Sabovic,se SWE,MF,Austin,27-300,1998,19.5,36,20,16,19,1,17,28,60.7,11,15,0,15,20,56,31,0,Matches
698,Anisse Saidi,tn TUN,MF,San Diego FC,17-134,2008,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
699,Ryan Sailor,us USA,DF,Inter Miami,26-339,1998,1.1,2,1,1,1,0,0,0,,0,5,3,2,1,3,9,0,Matches
700,Adam Saldaña,us USA,MF,LAFC,23-267,2002,2.0,5,4,3,2,0,4,5,80.0,1,4,1,3,1,6,3,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
701,Nathan Saliba,ca CAN,MF,CF Montréal,21-064,2004,14.0,36,23,10,23,3,19,33,57.6,14,13,4,9,12,48,12,2,Matches
702,Dániel Sallói,hu HUN,"FW,MF",Sporting KC,29-105,1996,24.3,17,9,7,6,4,5,19,26.3,14,20,3,17,12,29,11,0,Matches
703,Diadie Samassékou,ml MLI,MF,Houston Dynamo,29-294,1996,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
704,Lucas Sanabria,uy URU,"MF,FW",LA Galaxy,21-310,2003,10.9,42,19,18,16,8,19,30,63.3,11,17,4,13,16,58,10,2,Matches
705,Cooper Sanchez,us USA,MF,Atlanta Utd,17-220,2008,1.1,2,1,0,1,1,0,2,0.0,2,2,1,1,1,3,1,0,Matches
706,Ilie Sánchez,es ESP,MF,Austin,34-345,1990,18.2,30,15,13,13,4,12,31,38.7,19,19,7,12,19,49,32,0,Matches
707,William Sands,us USA,DF,NE Revolution,25-118,2000,8.2,14,7,9,5,0,8,11,72.7,3,9,5,4,9,23,34,1,Matches
708,Edvard Sandvik Tagseth,no NOR,MF,Nashville SC,24-282,2001,27.2,66,34,29,31,6,35,72,48.6,37,27,2,25,29,95,33,2,Matches
709,Jeong Sangbin,kr KOR,"FW,MF",Minnesota Utd,23-214,2002,3.5,4,2,1,1,2,2,6,33.3,4,2,1,1,0,4,3,0,Matches
710,Jeong Sangbin,kr KOR,FW,St. Louis,23-214,2002,7.0,4,2,2,0,2,3,7,42.9,4,4,0,4,3,7,3,0,Matches
711,Sergio Santos Gomes,br BRA,"FW,DF",Houston Dynamo,31-058,1994,0.2,2,2,2,0,0,0,1,0.0,1,0,0,0,0,2,0,1,Matches
712,Sergio Santos Gomes,br BRA,"FW,MF",FC Cincinnati,31-058,1994,7.2,23,15,6,13,4,6,13,46.2,7,5,1,4,0,23,10,0,Matches
713,Rafael Santos,br BRA,"DF,FW",Colorado Rapids,27-269,1998,4.2,3,1,1,1,1,3,4,75.0,1,2,0,2,5,8,16,0,Matches
714,Rafael Santos,br BRA,DF,Orlando City,27-269,1998,7.5,17,9,11,2,4,8,14,57.1,6,8,1,7,7,24,22,0,Matches
715,Samuel Sarver,us USA,"FW,MF",FC Dallas,22-243,2003,1.8,4,2,1,2,1,3,5,60.0,2,4,0,4,0,4,2,0,Matches
716,Nick Scardina,us USA,DF,Charlotte,24-132,2001,8.9,11,6,7,3,1,6,18,33.3,12,13,7,6,5,16,31,0,Matches
717,Rodrigo Schlegel,ar ARG,DF,Orlando City,28-212,1997,29.8,42,23,28,14,0,27,42,64.3,15,42,23,19,29,71,176,2,Matches
718,Tate Schmitt,us USA,DF,Nashville SC,28-157,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
719,David Schnegg,at AUT,"DF,MF",D.C. United,27-033,1998,30.0,72,52,33,25,14,42,73,57.5,31,54,12,42,37,109,117,0,Matches
720,Patrick Schulte,us USA,GK,Columbus Crew,24-233,2001,25.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,20,6,Matches
721,Tarik Scott,us USA,"MF,DF",FC Dallas,20-192,2005,0.5,2,2,1,0,1,0,2,0.0,2,1,0,1,1,3,0,0,Matches
722,Dante Sealy,tt TRI,"FW,MF",CF Montréal,22-198,2003,26.9,34,24,14,16,4,14,29,48.3,15,23,1,22,15,49,18,0,Matches
723,Gabe Segal,us USA,"FW,MF",Houston Dynamo,24-168,2001,1.7,3,2,1,2,0,3,3,100.0,0,0,0,0,1,4,5,0,Matches
724,Telasco Segovia,ve VEN,"MF,FW",Inter Miami,22-213,2003,18.0,36,23,6,19,11,15,26,57.7,11,11,3,8,7,43,4,1,Matches
725,Eddie Segura,co COL,DF,LAFC,28-272,1997,27.7,46,27,34,11,1,29,42,69.0,13,41,22,19,27,73,115,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
726,Amar Sejdic,us USA,MF,Columbus Crew,28-337,1996,3.8,10,10,2,5,3,5,8,62.5,3,5,1,4,3,13,3,0,Matches
727,Johnny Selemani,ca CAN,MF,Vancouver W'caps,17-230,2008,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
728,Brandon Servania,us USA,MF,D.C. United,26-234,1999,22.6,69,46,24,33,12,25,50,50.0,25,26,3,23,14,83,22,1,Matches
729,Nykolas Sessock,us USA,DF,Atlanta Utd,25-137,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
730,Jacob Shaffelburg,ca CAN,"MF,FW",Nashville SC,25-340,1999,12.3,13,6,4,5,4,4,15,26.7,11,17,1,16,2,15,8,0,Matches
731,Charles Sharp,us USA,FW,Toronto FC,24-131,2001,1.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Matches
732,Samuel Shashoua,eng ENG,"MF,FW",Minnesota Utd,26-172,1999,1.2,2,1,1,1,0,1,3,33.3,2,2,0,2,2,4,0,0,Matches
733,Khiry Shelton,us USA,DF,Sporting KC,32-128,1993,20.0,24,11,15,6,3,14,30,46.7,16,19,3,16,25,49,49,3,Matches
734,Jason Shokalook,us USA,FW,Chicago Fire,23-032,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
735,Jonathan Shore,us USA,MF,NYCFC,18-202,2007,15.5,54,29,23,26,5,26,48,54.2,22,19,5,14,15,69,24,1,Matches
736,Show,ao ANG,MF,FC Dallas,26-240,1999,3.4,4,3,0,3,1,3,5,60.0,2,2,0,2,4,8,2,0,Matches
737,Xande Silva,pt POR,FW,Atlanta Utd,28-230,1997,2.5,5,2,4,1,0,2,4,50.0,2,1,0,1,2,7,3,1,Matches
738,Xande Silva,pt POR,"FW,MF",St. Louis,28-230,1997,2.4,6,5,2,2,2,2,3,66.7,1,4,0,4,0,6,2,0,Matches
739,Mateo Silvetti,ar ARG,"MF,FW",Inter Miami,19-291,2006,1.1,0,0,0,0,0,0,0,,0,2,0,2,1,1,2,0,Matches
740,Jailson Siqueira,br BRA,MF,LAFC,30-055,1995,0.7,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
741,Jonathan Sirois,ca CAN,GK,CF Montréal,24-127,2001,23.0,1,0,1,0,0,1,1,100.0,0,2,0,2,0,1,13,6,Matches
742,Pablo Sisniega,mx MEX,GK,San Diego FC,30-117,1995,4.0,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,1,1,Matches
743,Jack Skahan,us USA,"MF,FW",SJ Earthquakes,27-267,1998,0.6,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,2,0,Matches
744,Bartosz Slisz,pl POL,MF,Atlanta Utd,26-217,1999,25.5,49,32,19,26,4,17,40,42.5,23,36,16,20,39,88,59,2,Matches
745,Tyger Smalls,,"FW,MF",Charlotte,23-044,2002,1.7,1,1,0,0,1,0,2,0.0,2,1,0,1,3,4,5,0,Matches
746,Alec Smir,us USA,GK,Minnesota Utd,26-202,1999,1.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
747,Brad Smith,au AUS,"DF,MF",FC Cincinnati,31-206,1994,3.6,5,2,4,1,0,4,4,100.0,0,3,1,2,1,6,4,0,Matches
748,Ian Smith,us USA,"DF,MF",Portland Timbers,23-108,2002,11.4,20,11,10,5,5,8,14,57.1,6,12,3,9,5,25,35,0,Matches
749,Kyle Smith,us USA,"DF,MF",Orlando City,33-296,1992,12.8,26,16,16,7,3,18,26,69.2,8,14,2,12,9,35,48,0,Matches
750,Artem Smoliakov,ua UKR,"DF,MF",LAFC,22-156,2003,12.5,18,10,7,7,4,8,19,42.1,11,19,6,13,12,30,34,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
751,Mohammed Sofo,gh GHA,FW,NY Red Bulls,21-001,2004,17.5,37,24,14,15,8,12,31,38.7,19,28,0,28,10,47,13,1,Matches
752,Pedro Soma,us USA,"MF,FW",San Diego FC,19-124,2006,0.8,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,2,0,Matches
753,Wessel Speel,nl NED,GK,Minnesota Utd,24-015,2001,2.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
754,Tyrese Spicer,tt TRI,"DF,FW",Toronto FC,24-332,2000,9.6,27,13,13,12,2,8,14,57.1,6,12,1,11,9,36,22,0,Matches
755,Tyrese Spicer,tt TRI,"MF,FW",Orlando City,24-332,2000,3.1,9,5,2,6,1,3,4,75.0,1,3,0,3,4,13,2,0,Matches
756,Dayne St. Clair,ca CAN,GK,Minnesota Utd,28-176,1997,30.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,8,2,Matches
757,Lazar Stefanovic,ca CAN,DF,Toronto FC,19-083,2006,6.4,13,7,6,7,0,7,10,70.0,3,5,2,3,12,25,25,0,Matches
758,Zack Steffen,us USA,GK,Colorado Rapids,30-213,1995,23.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,4,Matches
759,Daniel Steres,us USA,DF,Houston Dynamo,34-355,1990,4.4,5,1,3,2,0,3,6,50.0,3,5,3,2,4,9,21,2,Matches
760,Kimani Stewart-Baynes,ca CAN,"MF,FW",Colorado Rapids,20-288,2005,0.3,3,3,2,1,0,1,1,100.0,0,0,0,0,1,4,0,0,Matches
761,Jared Stroud,us USA,"FW,MF",D.C. United,29-114,1996,14.5,24,18,14,7,3,9,27,33.3,18,19,3,16,4,28,8,0,Matches
762,Peter Stroud,us USA,MF,NY Red Bulls,23-192,2002,19.1,54,34,11,37,6,22,44,50.0,22,23,4,19,24,78,27,0,Matches
763,Brad Stuver,us USA,GK,Austin,34-199,1991,34.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,11,4,Matches
764,Luis Suárez,uy URU,FW,Inter Miami,38-281,1987,25.4,17,13,5,7,5,5,11,45.5,6,7,2,5,6,23,17,0,Matches
765,Magomed-Shapi Suleymanov,ru RUS,"FW,MF",Sporting KC,25-320,1999,22.4,26,14,14,9,3,16,27,59.3,11,10,0,10,10,36,15,2,Matches
766,Cavan Sullivan,us USA,MF,Philadelphia Union,16-034,2009,2.5,10,5,3,4,3,5,12,41.7,7,7,0,7,0,10,1,0,Matches
767,Michael Sullivan,us USA,MF,Toronto FC,22-243,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
768,Nicklaus Sullivan,us USA,"MF,DF",LA Galaxy,23-103,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
769,Quinn Sullivan,us USA,"MF,FW",Philadelphia Union,21-219,2004,21.7,35,28,7,18,10,15,31,48.4,16,25,0,25,7,42,18,0,Matches
770,Finn Surman,nz NZL,DF,Portland Timbers,22-039,2003,30.2,40,21,36,3,1,17,25,68.0,8,47,34,13,31,71,225,2,Matches
771,Sam Surridge,eng ENG,FW,Nashville SC,27-096,1998,32.6,23,13,5,12,6,9,17,52.9,8,18,2,16,10,33,36,0,Matches
772,Oleksandr Svatok,ua UKR,DF,Austin,31-035,1994,26.3,30,12,18,10,2,8,16,50.0,8,21,13,8,35,65,160,0,Matches
773,Erik Sviatchenko,dk DEN,DF,Houston Dynamo,34-028,1991,10.7,11,5,8,3,0,5,7,71.4,2,12,9,3,12,23,66,2,Matches
774,Hennadii Synchuk,ua UKR,"MF,FW",CF Montréal,19-114,2006,8.8,23,15,9,8,6,12,25,48.0,13,9,0,9,3,26,5,0,Matches
775,Nkosi Tafari,us USA,DF,LAFC,28-223,1997,20.4,28,17,23,4,1,15,23,65.2,8,22,19,3,20,48,126,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
776,Zakaria Taifi,us USA,"MF,DF",Orlando City,20-031,2005,0.4,4,2,2,2,0,3,3,100.0,0,1,0,1,0,4,3,0,Matches
777,Yohei Takaoka,jp JPN,GK,Vancouver W'caps,29-230,1996,34.0,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,31,2,Matches
778,Strahinja Tanasijević,rs SRB,DF,NYCFC,28-142,1997,6.8,8,5,7,1,0,3,4,75.0,1,7,0,7,6,14,47,0,Matches
779,Andrew Tarbell,us USA,GK,Houston Dynamo,32-025,1993,3.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
780,Iuri Tavares,cv CPV,"MF,FW",Charlotte,24-238,2001,0.3,1,0,0,0,1,0,0,,0,3,0,3,1,2,0,0,Matches
781,D.J. Taylor,us USA,DF,Minnesota Utd,28-067,1997,2.2,2,1,1,1,0,1,3,33.3,2,3,1,2,3,5,14,0,Matches
782,Robert Taylor,fi FIN,"FW,MF",Austin,31-011,1994,4.6,9,8,4,2,3,4,6,66.7,2,4,1,3,9,18,1,0,Matches
783,Robert Taylor,fi FIN,"MF,FW",Inter Miami,31-011,1994,2.2,5,2,3,2,0,3,4,75.0,1,1,0,1,1,6,0,0,Matches
784,Carlos Terán,co COL,DF,Chicago Fire,25-038,2000,5.9,14,11,9,5,0,8,16,50.0,8,4,2,2,12,26,29,2,Matches
785,Cedric Teuchert,de GER,"FW,MF",St. Louis,28-291,1997,13.8,5,4,0,3,2,3,9,33.3,6,11,0,11,1,6,8,0,Matches
786,Odin Thiago Holm,no NOR,"MF,FW",LAFC,22-287,2003,1.1,6,4,3,1,2,3,3,100.0,0,3,1,2,2,8,2,0,Matches
787,Jamal Thiaré,sn SEN,FW,Atlanta Utd,32-215,1993,11.2,3,1,1,2,0,1,3,33.3,2,3,0,3,3,6,4,0,Matches
788,Andrew Thomas,ru RUS,GK,Seattle Sounders,27-061,1998,8.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,1,Matches
789,Erik Thommy,de GER,"FW,MF",Sporting KC,31-073,1994,14.1,19,11,3,12,4,9,17,52.9,8,17,2,15,9,28,8,0,Matches
790,Kosi Thompson,ca CAN,DF,Toronto FC,22-278,2003,23.5,59,32,32,23,4,30,53,56.6,23,43,21,22,22,81,88,3,Matches
791,Timmy Tillman,de GER,MF,LAFC,26-301,1999,26.8,41,28,14,17,10,19,40,47.5,21,34,2,32,26,67,17,1,Matches
792,Harry Toffolo,eng ENG,DF,Charlotte,30-074,1995,1.3,3,1,2,1,0,1,2,50.0,1,2,0,2,0,3,3,0,Matches
793,Cayman Togashi,jp JPN,"MF,FW",Atlanta Utd,32-083,1993,1.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
794,Nouhou Tolo,cm CMR,DF,Seattle Sounders,28-131,1997,24.4,31,20,19,9,3,21,30,70.0,9,18,12,6,22,53,89,2,Matches
795,Joshua Torquato,us USA,"MF,DF",FC Dallas,18-100,2007,2.5,3,2,2,1,0,1,2,50.0,1,3,1,2,3,6,6,0,Matches
796,Ervin Torres,us USA,MF,Austin,17-352,2007,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
797,Tomas Totland,no NOR,DF,St. Louis,27-034,1998,11.9,22,13,10,9,3,10,17,58.8,7,20,3,17,15,37,27,0,Matches
798,Mason Toye,us USA,"FW,MF",Sporting KC,27-016,1998,5.8,2,2,0,0,2,0,4,0.0,4,5,1,4,1,3,6,0,Matches
799,Wil Trapp,us USA,MF,Minnesota Utd,32-290,1993,30.2,52,28,28,18,6,22,49,44.9,27,32,13,19,42,94,59,1,Matches
800,Jackson Travis,us USA,DF,Colorado Rapids,21-251,2004,7.5,14,7,10,4,0,4,12,33.3,8,13,2,11,12,26,19,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
801,Nectarios Triantis,au AUS,"MF,DF",Minnesota Utd,22-174,2003,3.9,7,4,3,3,1,3,5,60.0,2,2,0,2,2,9,6,0,Matches
802,Niko Tsakiris,us USA,MF,SJ Earthquakes,20-135,2005,4.1,9,5,3,4,2,1,5,20.0,4,2,0,2,2,11,2,0,Matches
803,Garrison Tubbs,us USA,DF,D.C. United,23-257,2002,6.3,12,7,9,3,0,8,10,80.0,2,9,2,7,11,23,24,1,Matches
804,Bill Tuiloma,nz NZL,DF,Charlotte,30-219,1995,4.7,6,6,2,4,0,5,10,50.0,5,1,0,1,1,7,18,1,Matches
805,Dor Turgeman,il ISR,"FW,MF",NE Revolution,22-008,2003,2.4,2,2,2,0,0,2,3,66.7,1,1,1,0,0,2,0,0,Matches
806,Gavin Turner,us USA,"FW,MF",D.C. United,18-300,2007,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
807,Matt Turner,us USA,GK,NE Revolution,31-130,1994,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,2,Matches
808,Jeppe Tverskov,dk DEN,MF,San Diego FC,32-234,1993,32.5,65,47,25,31,9,37,62,59.7,25,34,9,25,68,133,71,3,Matches
809,Mikael Uhre,dk DEN,FW,Philadelphia Union,31-032,1994,14.7,18,12,4,7,7,7,14,50.0,7,10,0,10,1,19,8,0,Matches
810,Cengiz Ünder,tr TUR,FW,LAFC,28-110,1997,5.0,0,0,0,0,0,0,1,0.0,1,2,0,2,3,3,2,0,Matches
811,Osaze Urhoghide,nl NED,DF,FC Dallas,25-120,2000,24.5,51,37,40,10,1,23,33,69.7,10,43,26,17,30,81,140,2,Matches
812,Maximiliano Urruti,ar ARG,FW,NE Revolution,34-252,1991,6.6,10,6,1,5,4,4,14,28.6,10,1,0,1,3,13,3,0,Matches
813,Júnior Urso,br BRA,MF,Houston Dynamo,36-236,1989,10.8,25,18,8,10,7,12,16,75.0,4,10,2,8,7,32,19,2,Matches
814,Óscar Ustari,ar ARG,GK,Inter Miami,39-121,1986,23.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,19,4,Matches
815,Myrto Uzuni,al ALB,FW,Austin,30-154,1995,22.9,14,8,6,6,2,7,17,41.2,10,12,2,10,8,22,9,0,Matches
816,Onni Valakari,fi FIN,"MF,FW",San Diego FC,26-075,1999,27.2,51,33,15,23,13,22,42,52.4,20,29,5,24,13,64,18,1,Matches
817,Omar Valencia,pa PAN,DF,NY Red Bulls,21-146,2004,15.5,29,16,12,11,6,11,21,52.4,10,22,2,20,19,48,24,1,Matches
818,Gerardo Valenzuela,us USA,"MF,FW",FC Cincinnati,21-034,2004,9.3,10,3,3,6,1,7,10,70.0,3,20,1,19,1,11,6,2,Matches
819,Kerwin Vargas,co COL,"FW,MF",Charlotte,23-303,2002,19.0,27,15,16,6,5,16,31,51.6,15,24,3,21,14,41,22,0,Matches
820,Obed Vargas,mx MEX,MF,Seattle Sounders,20-088,2005,25.2,49,28,20,19,10,24,44,54.5,20,30,9,21,27,76,20,3,Matches
821,Indiana Vassilev,us USA,MF,Philadelphia Union,24-258,2001,21.8,23,15,8,15,0,13,27,48.1,14,14,1,13,15,38,7,0,Matches
822,Brandon Vazquez,us USA,FW,Austin,27-018,1998,17.8,12,6,3,5,4,5,14,35.7,9,17,4,13,12,24,27,0,Matches
823,David Vazquez,us USA,MF,Philadelphia Union,19-252,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
824,David Vazquez,us USA,"FW,MF",San Diego FC,19-252,2006,2.0,5,3,1,2,2,0,1,0.0,1,1,0,1,0,5,0,0,Matches
